Contig,ORF,Day1_D1,Day1_D5,Day1_D9,Day1_L1,Day1_L5,Day1_L9,Day2_D1,Day2_D5,Day2_D9,Day2_L1,Day2_L5,Day2_L9
Contig20.1_5_5039_5515,Contig20.1_5_5039_5515,1.08,-0.6,-0.68,-0.73,-0.78,0.62,1.18,-0.57,-0.82,-0.54,-0.53,0.3
Contig20.1_6_5526_6794,cce_2383,0.56,-0.05,-0.12,-0.15,-0.24,0.24,0.61,-0.05,-0.17,-0.1,-0.12,0.11
Contig20.1_7_6954_8219,cce_2384,,-0.06,-0.02,,-0.02,0.01,,,0.02,0.02,0.03,0.05
Contig20.1_8_8274_10349,cce_2385,0.09,0.08,0.09,0.06,0.07,0.07,0.13,0.09,0.05,0.04,0.05,0.08
Contig20.1_9_11992_10346,cce_2386,0.06,0.02,0.09,0.15,0.07,0.02,0.05,0.08,0.06,0.04,0.05,-0.02
Contig20.2_10_9419_8379,cce_2407,0.1,0.12,0.11,0.05,-0.05,-0.09,0.07,0.09,-0.01,-0.1,-0.11,-0.17
Contig20.2_11_9657_10181,cce_2408,0.97,-0.27,-0.36,-0.51,-0.3,0.31,0.81,-0.32,-0.48,-0.4,-0.17,0.15
Contig20.2_12_10842_10243,cce_2409,0.02,0.31,0.22,-0.05,-0.14,-0.18,-0.06,0.4,0.35,0.05,-0.05,-0.09
Contig20.2_13_10976_12082,cce_2410,-0.12,0.01,0.1,0.13,-0.06,-0.15,-0.1,-0.02,0.07,0.11,0.07,-0.1
Contig20.2_14_12568_12083,cce_2411,-0.19,-0.01,0.02,0.36,0.05,-0.09,-0.22,0.09,0.04,0.28,0.04,-0.08
Contig20.2_15_13395_12640,cce_2412,-0.41,0.34,0.25,0.27,-0.12,-0.26,-0.41,0.48,0.24,0.19,0.02,-0.21
Contig20.2_16_13676_13431,cce_2413,-0.08,-0.14,-0.08,-0.01,0.18,0.11,-0.16,-0.11,0.04,0.08,0.3,0.2
Contig20.2_17_14848_13760,cce_2413,0.07,-0.04,0.03,-0.01,0.1,0.03,-0.02,0.04,-0.05,-0.04,0.02,0.02
Contig20.2_18_14986_15348,cce_2414,0.02,0.07,0.03,0.1,-0.01,-0.05,-0.04,0.04,0.06,0.21,0.02,0.04
Contig20.2_1_367_32,cce_2397,0.01,0.19,0.06,0.02,0.1,0.03,0.06,0.06,0.42,0.1,-0.01,0.08
Contig20.2_22_16974_16102,cce_2417,,-0.06,-0.01,0.27,0.02,-0.07,-0.04,0.02,-0.01,0.15,0.02,-0.07
Contig20.2_24_18801_17410,cce_2419,-0.19,-0.04,0.07,0.31,0.15,-0.03,-0.1,0.08,0.08,0.24,0.19,-0.02
Contig20.2_25_20664_18850,cce_2420,,-0.08,-0.01,0.07,0.25,0.12,0.02,0.01,,0.05,0.24,0.11
Contig20.2_26_21304_20960,cce_2421,0.18,0.14,0.15,0.09,0.14,0.17,0.25,0.16,0.16,0.08,0.11,0.13
Contig20.2_27_21924_21412,cce_2422,0.65,0.24,0.08,-0.44,-0.1,0.13,0.54,-0.05,-0.12,-0.53,-0.09,0.12
Contig20.2_28_22374_21970,cce_2423,0.77,0.03,0.05,-0.74,-0.1,0.3,0.5,-0.27,-0.11,-0.75,-0.06,0.28
Contig20.2_29_22952_22374,cce_2424,0.6,0.24,0.28,-0.82,-0.21,0.16,0.43,-0.2,0.16,-0.8,-0.17,0.2
Contig20.2_2_675_824,cce_2398,-0.12,-0.02,-0.03,-0.14,0.15,0.1,-0.1,0.1,-0.06,-0.1,0.15,0.16
Contig20.2_30_23077_25422,cce_2425,-0.15,0.02,-0.07,,-0.09,-0.04,-0.19,-0.05,-0.12,0.01,-0.02,-0.03
Contig20.2_31_25795_26382,cce_2426,1.99,-0.9,-2.61,-3.8,-3.23,-3.24,2.02,-1.19,-3.03,-3.32,-3.2,-3.22
Contig20.2_32_26558_27256,cce_2427,0.63,-0.19,0.03,,0.01,,0.77,-0.08,0.13,-0.01,-0.03,0.04
Contig20.2_33_27353_28783,cce_2428,0.15,-0.01,0.08,0.04,0.07,0.06,0.17,0.09,0.08,0.02,0.04,0.03
Contig20.2_34_29037_29810,cce_2429,0.3,0.17,0.19,0.01,0.08,0.06,0.31,0.17,0.16,-0.05,0.01,
Contig20.2_35_30022_30558,cce_2430,-0.43,-0.25,0.18,0.11,0.23,0.16,-0.49,-0.08,0.2,0.14,0.31,0.28
Contig20.2_36_31777_30647,cce_2431,0.19,-0.53,-0.19,-0.33,0.08,0.52,0.12,-0.39,-0.1,-0.17,0.14,0.53
Contig20.2_37_32112_32390,cce_2432,0.55,-0.13,-0.18,-0.28,-0.14,0.47,0.51,-0.07,-0.15,-0.23,-0.12,0.36
Contig20.2_38_32805_32458,cce_2433,-0.21,0.16,0.27,0.4,-0.32,-0.64,-0.38,0.22,0.43,0.45,-0.15,-0.54
Contig20.2_39_33296_32985,cce_2434,-0.06,0.06,0.28,0.33,-0.08,-0.37,-0.11,0.29,0.57,0.36,0.02,-0.32
Contig20.2_40_34274_33396,cce_2435,-0.27,-0.18,-0.09,0.4,0.03,-0.15,-0.3,-0.08,-0.1,0.34,0.06,-0.09
Contig20.2_41_34547_36091,cce_2436,0.41,0.06,-0.14,0.11,0.08,0.09,0.38,0.07,-0.07,0.03,0.02,-0.06
Contig20.2_42_36928_36149,cce_2437,0.18,0.01,0.1,0.01,0.07,0.04,0.12,0.08,0.05,-0.03,-0.01,0.01
Contig20.2_43_38881_37115,cce_2438,0.09,-0.12,0.02,-0.03,0.19,0.3,0.09,-0.08,0.08,0.03,0.24,0.37
Contig20.2_44_39130_41136,cce_2439,0.06,0.16,0.06,-0.02,0.05,0.02,0.13,0.1,0.1,-0.04,-0.04,-0.02
Contig20.2_45_42639_41158,cce_2440,0.23,-0.01,0.04,-0.05,,0.13,0.33,0.07,-0.01,-0.07,-0.05,0.04
Contig20.2_48_44152_43589,cce_2443,0.16,0.05,,-0.02,0.09,0.08,0.15,0.02,,-0.03,0.02,0.05
Contig20.2_49_44500_44225,cce_2444,0.59,0.9,0.21,-0.27,-0.38,-0.56,0.6,0.68,-0.1,-0.16,-0.17,-0.35
Contig20.2_4_1377_1105,cce_2401,-0.17,-0.03,0.19,0.38,0.05,0.06,-0.12,0.17,0.2,0.26,0.12,0.07
Contig20.2_50_45912_44605,cce_2446,0.34,0.95,0.39,-0.75,-0.45,-1.15,0.24,0.84,0.06,-0.58,-0.19,-0.84
Contig20.2_51_46301_47269,cce_2447,0.01,0.1,-0.04,-0.11,-0.11,-0.1,,-0.06,-0.02,-0.08,-0.08,-0.07
Contig20.2_52_47612_48199,cce_2448,-0.41,0.33,0.12,0.19,-0.39,-0.51,-0.53,0.38,0.19,0.25,-0.19,-0.44
Contig20.2_53_48455_50788,cce_2449,-0.38,0.49,0.11,0.45,-0.59,-1.03,-0.48,0.68,0.17,0.37,-0.36,-0.8
Contig20.2_54_51679_50849,cce_2450,-0.21,-0.2,-0.14,0.22,0.1,-0.16,-0.22,-0.14,-0.14,0.17,0.14,-0.05
Contig20.2_55_52503_51967,cce_2451,0.06,-0.08,0.13,-0.12,0.17,0.19,0.07,-0.06,0.21,-0.04,0.13,0.23
Contig20.2_56_53472_52540,cce_2452,-0.32,-0.43,-0.2,,0.38,0.34,-0.31,-0.33,-0.39,-0.02,0.4,0.36
Contig20.2_57_55440_53482,cce_2453,-1.14,-1.38,-1.04,0.06,0.7,0.49,-1.09,-1.18,-1.07,0.03,0.88,0.63
Contig20.2_5_1436_2704,cce_2402,-0.31,0.04,-0.03,0.09,-0.05,-0.1,-0.31,-0.02,-0.02,0.16,0.08,0.01
Contig20.2_6_3008_3601,cce_2403,-0.26,-0.24,0.06,0.16,0.22,-0.02,-0.34,-0.02,0.2,0.3,0.3,0.09
Contig20.2_7_3667_5781,cce_2404,0.31,0.13,0.1,-0.08,0.09,0.14,0.3,0.05,0.03,-0.17,0.06,0.11
Contig20.2_8_5947_6555,cce_2405,0.09,0.11,0.07,-0.02,0.25,0.41,0.16,0.16,0.17,0.03,0.23,0.48
Contig20.2_9_8339_6651,cce_2406,0.16,0.11,0.13,0.02,0.05,0.03,0.18,0.07,0.11,-0.02,,-0.03
Contig200.1_1_593_366,Contig200.1_1_593_366,0.14,0.07,0.12,0.09,0.05,0.09,0.19,0.1,0.13,0.03,0.04,0.08
Contig201.1_1_77_979,Contig201.1_1_77_979,0.34,0.12,0.23,0.03,0.16,0.11,0.34,0.23,0.19,-0.03,0.07,0.05
Contig202.1_1_1_273,cce_3833,-3.57,-3.6,-3.0,-3.49,0.96,1.0,-3.22,-3.15,-3.12,-3.11,1.56,1.34
Contig202.1_2_650_799,cce_3834,-2.17,-2.53,-1.8,-2.4,1.0,0.97,-2.36,-2.59,-2.9,-1.97,1.59,1.3
Contig203.1_1_1_660,cce_1670,0.32,0.52,0.08,-0.04,0.01,-0.1,0.3,0.29,0.47,0.06,0.21,0.06
Contig204.1_1_360_824,cce_3750,-0.04,-0.02,-0.13,-0.02,-0.1,-0.02,-0.09,-0.05,0.05,0.01,,0.07
Contig204.1_2_1137_877,cce_3749,-0.59,0.08,0.08,0.49,0.05,-0.28,-0.54,0.29,0.17,0.48,0.02,-0.21
Contig206.1_1_2_235,cce_0108,0.25,0.16,0.34,0.11,-0.4,-1.52,0.06,0.11,0.51,0.07,-0.13,-1.11
Contig207.1_1_2_856,Contig207.1_1_2_856,0.15,0.09,0.11,0.08,0.14,0.1,0.21,0.15,0.11,0.04,0.06,0.08
Contig208.1_1_481_966,cce_3033,-0.01,0.18,-0.06,-0.24,-0.28,-0.22,-0.02,-0.03,-0.08,-0.25,-0.26,-0.24
Contig209.1_1_142_636,Contig209.1_1_142_636,0.14,0.05,0.16,0.1,0.1,0.12,0.22,0.13,0.09,0.05,0.07,0.1
Contig21.1_11_10872_13178,cce_1210,-0.12,0.39,0.16,0.19,-0.16,-0.2,-0.16,0.33,0.08,0.21,-0.07,-0.19
Contig21.1_12_13542_15035,cce_1211,-0.31,-0.01,0.05,0.37,-0.38,-0.11,-0.21,-0.05,-0.02,0.26,-0.13,-0.04
Contig21.1_13_15309_15539,cce_1212,-0.21,-0.26,0.46,0.29,-0.15,-0.33,-0.12,-0.14,0.74,0.46,-0.21,-0.28
Contig21.1_14_16650_15601,cce_1213,0.06,-0.04,0.01,-0.06,-0.11,-0.07,-0.01,,-0.04,-0.04,-0.03,-0.04
Contig21.1_15_18912_16681,cce_1214,0.07,0.04,0.14,0.07,0.16,0.08,0.06,0.04,0.07,-0.01,0.06,0.02
Contig21.1_16_19659_19036,cce_1215,0.1,0.07,0.13,-0.07,0.09,,0.13,0.02,0.01,-0.13,-0.1,-0.03
Contig21.1_17_20302_19649,cce_1216,0.22,0.08,0.25,0.05,0.27,0.06,0.2,0.09,0.07,0.03,0.1,0.07
Contig21.1_18_20550_20825,cce_1218,0.13,-0.05,0.09,-0.11,0.09,0.22,0.13,-0.01,0.18,-0.15,0.06,0.18
Contig21.1_19_20822_21028,cce_1219,0.29,-0.12,0.22,-0.09,0.1,0.31,0.23,0.02,0.33,-0.01,0.05,0.23
Contig21.1_1_2_271,cce_1199,-0.07,-0.02,0.03,-0.06,-0.12,-0.23,-0.09,-0.14,-0.04,-0.13,-0.16,-0.2
Contig21.1_20_21265_21140,cce_1220,0.57,0.52,0.67,-0.2,0.52,-0.23,0.39,-0.12,-0.17,-0.3,-0.31,-0.41
Contig21.1_22_22937_21348,cce_1222,0.61,0.68,1.02,-0.24,0.6,-0.51,0.35,-0.23,-0.38,-0.6,-0.49,-1.01
Contig21.1_23_24594_23050,cce_1223,0.3,0.98,1.29,-0.83,0.67,-0.18,-0.04,-0.38,-0.31,-1.49,-0.07,-1.4
Contig21.1_24_24818_25153,cce_1224,0.42,0.13,0.18,-0.28,0.13,0.15,0.19,0.11,0.08,-0.17,0.04,0.02
Contig21.1_26_25750_27378,cce_1226,0.14,0.09,0.17,0.13,0.12,0.12,0.21,0.15,0.14,0.09,0.1,0.12
Contig21.1_28_27896_28345,cce_1228,0.09,-0.01,0.06,0.01,0.07,0.05,0.01,0.08,0.06,0.02,0.05,0.04
Contig21.1_29_28320_29522,cce_1229,0.21,0.02,0.14,0.01,0.06,0.05,0.18,0.12,0.08,,0.01,0.03
Contig21.1_2_891_1169,cce_1201,0.19,0.1,0.33,-0.15,-0.05,-0.01,0.02,0.09,0.3,-0.05,0.02,-0.06
Contig21.1_30_30709_29624,cce_1230,-0.13,0.03,0.45,-0.16,-0.05,-0.12,-0.18,0.09,0.35,-0.14,-0.04,-0.09
Contig21.1_31_31095_30883,cce_1231,-1.17,-0.23,-0.15,0.68,-0.66,-0.46,-1.22,0.11,-0.1,0.82,-0.4,-0.36
Contig21.1_32_31245_32051,cce_1232,-0.78,-0.9,-0.51,0.64,0.34,-0.03,-0.69,-0.61,-0.49,0.53,0.42,0.05
Contig21.1_33_32059_32829,cce_1233,-0.23,-0.58,-0.29,0.55,-0.12,0.05,-0.41,-0.43,-0.36,0.43,,0.05
Contig21.1_34_32826_33758,cce_1234,-0.62,-0.86,-0.59,0.86,-0.2,-0.01,-0.73,-0.58,-0.45,0.78,0.02,0.11
Contig21.1_35_34087_36732,cce_1235,0.87,0.18,,0.13,-0.19,0.21,0.95,0.16,0.02,0.18,-0.08,0.16
Contig21.1_36_37638_36934,cce_1236,-0.01,0.2,0.01,0.06,-0.16,-0.11,0.05,0.11,0.04,0.1,-0.07,-0.08
Contig21.1_37_38006_39481,cce_1237,0.17,0.09,0.15,0.2,0.15,0.07,0.2,0.11,0.06,0.06,0.01,
Contig21.1_38_39557_39754,cce_1238,-0.79,-0.24,0.37,0.39,-0.09,-0.4,-0.8,0.01,0.36,0.35,-0.1,-0.38
Contig21.1_39_39807_40274,cce_1239,-0.26,0.05,0.33,0.33,0.1,-0.06,-0.22,0.24,0.46,0.32,0.13,0.02
Contig21.1_3_2241_1177,cce_1202,0.26,-0.56,-0.4,-0.02,0.05,0.32,0.36,-0.32,-0.3,-0.03,0.09,0.24
Contig21.1_40_41157_40276,cce_1240,-0.14,0.07,-0.01,-0.18,-0.15,-0.28,-0.16,-0.06,-0.05,-0.24,-0.25,-0.25
Contig21.1_41_41939_41154,cce_1241,-0.31,0.02,-0.04,-0.09,0.23,-0.18,-0.31,-0.11,-0.1,-0.08,0.15,-0.13
Contig21.1_42_43149_42166,cce_1242,-0.16,0.17,-0.05,-0.19,0.22,-0.13,-0.05,0.01,0.08,-0.21,0.12,-0.07
Contig21.1_43_45523_43604,cce_1244,-0.17,-0.15,-0.09,0.3,0.37,,-0.16,-0.11,-0.09,0.17,0.12,-0.06
Contig21.1_45_46640_45855,cce_1245,0.8,0.2,0.18,-0.09,-0.38,0.03,0.76,0.21,0.22,,-0.11,-0.05
Contig21.1_46_46862_47977,cce_1246,-0.13,-0.18,-0.26,-0.1,-0.11,-0.12,-0.1,-0.21,-0.22,-0.07,-0.07,-0.15
Contig21.1_47_48749_50149,cce_1247,-0.06,-0.04,-0.18,-0.04,-0.05,0.17,-0.02,-0.06,-0.06,-0.05,-0.02,0.14
Contig21.1_48_50853_50182,cce_1248,0.08,0.04,0.08,0.01,0.02,0.06,0.09,0.05,0.03,-0.05,-0.05,-0.05
Contig21.1_49_52613_50997,cce_1249,-0.01,-0.02,-0.01,0.05,0.11,0.08,-0.02,0.04,-0.01,0.04,0.05,0.05
Contig21.1_4_2378_5449,cce_1203,-0.09,0.03,-0.05,-0.06,-0.12,-0.07,-0.1,-0.06,-0.07,-0.03,-0.05,-0.05
Contig21.1_50_53377_52718,cce_1250,-0.16,0.36,0.04,-0.19,-0.06,0.08,-0.13,0.21,0.19,-0.11,0.09,0.24
Contig21.1_51_54192_53389,cce_1251,-0.39,0.18,-0.16,-0.02,0.08,0.19,-0.42,0.15,-0.21,-0.04,0.03,0.14
Contig21.1_52_55580_54249,cce_1252,-0.21,-0.02,-0.06,0.05,0.08,0.29,-0.25,0.07,-0.12,0.07,0.12,0.26
Contig21.1_53_58092_55738,cce_1253,-0.24,0.19,-0.04,-0.06,,0.13,-0.3,0.13,-0.06,0.04,0.12,0.2
Contig21.1_54_58649_58107,cce_1254,-0.33,-0.04,-0.18,0.2,0.18,0.12,-0.31,0.05,-0.1,0.19,0.17,0.16
Contig21.1_56_59390_59764,cce_1256,-0.29,0.72,-0.71,-1.52,-0.48,1.03,-0.49,1.04,-0.6,-1.1,-0.39,1.13
Contig21.1_57_59981_62263,cce_1257,-0.1,0.15,-0.14,-0.24,-0.05,0.17,-0.17,0.2,-0.18,-0.19,-0.11,0.15
Contig21.1_58_62829_62368,cce_1258,0.08,-0.25,-0.16,-0.22,-0.2,0.57,0.13,-0.11,-0.12,-0.14,-0.08,0.51
Contig21.1_59_62955_63497,cce_1259,1.1,-0.17,-0.62,-0.86,-0.94,0.81,1.28,-0.12,-0.52,-0.55,-0.49,0.53
Contig21.1_5_5530_5964,cce_1204,0.14,0.11,0.22,0.08,0.2,0.08,0.16,0.17,0.17,-0.02,0.06,-0.01
Contig21.1_60_63690_65018,cce_1260,0.24,0.03,0.04,-0.01,0.03,0.35,0.3,0.05,0.02,,0.07,0.2
Contig21.1_61_65441_65136,Contig21.1_61_65441_65136,-0.02,0.04,-0.05,-0.06,-0.05,,0.04,0.07,0.15,-0.02,0.02,0.06
Contig21.1_62_65877_65389,cce_1262,0.04,0.17,0.05,-0.05,-0.02,0.02,0.1,0.09,0.02,-0.1,-0.1,-0.04
Contig21.1_63_66265_65894,cce_1263,0.11,0.06,0.09,-0.03,-0.01,,0.12,0.06,0.04,-0.07,0.01,-0.02
Contig21.1_66_69195_67309,cce_1266,-0.27,-0.41,-0.3,0.49,0.13,-0.14,-0.27,-0.18,-0.19,0.44,0.4,
Contig21.1_67_70673_69909,cce_1267,0.15,0.08,0.09,,0.04,0.02,0.14,0.1,0.07,-0.06,-0.01,-0.02
Contig21.1_68_71333_70695,cce_1268,0.14,0.07,0.14,0.06,0.13,0.3,0.16,0.12,0.11,0.01,0.04,0.02
Contig21.1_69_72026_72928,cce_1269,-0.05,0.19,,-0.1,-0.19,-0.12,0.01,-0.04,-0.03,-0.09,-0.05,-0.11
Contig21.1_6_6753_5989,cce_1205,-0.58,-0.35,0.19,0.07,0.22,0.08,-0.49,-0.14,0.15,-0.01,0.31,0.14
Contig21.1_70_74875_72992,cce_1270,-1.24,-1.24,-0.41,0.54,0.2,-0.02,-1.18,-1.27,-0.42,0.58,0.47,0.22
Contig21.1_7_8818_6818,cce_1206,0.02,0.03,0.03,-0.01,-0.01,-0.04,,-0.04,0.01,,0.02,
Contig21.1_8_9138_9890,cce_1207,0.12,0.12,-0.11,0.07,0.21,-0.05,0.08,0.22,0.18,0.11,0.19,0.04
Contig21.1_9_9902_10540,cce_1208,-0.06,-0.05,-0.04,0.11,0.19,0.05,-0.1,0.01,,0.1,0.03,0.07
Contig210.1_1_51_575,Contig210.1_1_51_575,0.21,0.08,0.17,0.08,0.13,0.1,0.24,0.15,0.11,0.01,0.03,0.01
Contig211.1_1_262_714,cce_3990,0.64,-0.39,-0.61,-0.07,-0.21,0.37,0.96,-0.33,-0.48,-0.01,-0.15,0.35
Contig212.1_1_691_1419,cce_0236,-0.28,-0.06,0.05,-0.08,0.01,-0.02,-0.2,-0.14,0.12,-0.04,0.07,0.06
Contig213.1_1_486_1,cce_4936,0.05,-0.03,0.12,0.17,0.03,0.03,0.05,0.09,0.06,0.15,0.03,0.01
Contig213.1_2_702_598,Contig213.1_2_702_598,0.42,0.49,0.32,0.19,0.23,0.11,0.55,0.38,0.44,0.19,0.24,0.22
Contig214.1_1_350_3,cce_2260,-0.58,-0.04,-0.51,-0.59,-0.67,-0.58,-0.61,-0.48,-0.47,-0.37,-0.34,-0.38
Contig214.1_3_840_742,cce_2262,-0.44,-0.27,-0.44,-0.28,-0.02,-0.09,-0.52,-0.37,-0.25,-0.04,0.12,0.01
Contig215.1_1_538_2,cce_4041,0.44,0.65,0.07,-0.38,-0.5,-0.26,0.34,0.58,-0.02,-0.37,-0.44,-0.29
Contig215.1_2_951_694,cce_4040,0.39,0.74,0.2,-0.41,-0.73,-0.37,0.37,0.72,0.1,-0.43,-0.71,-0.45
Contig216.1_1_2_544,cce_2489,0.09,0.03,0.14,0.18,0.14,0.09,0.08,0.13,0.09,0.12,0.08,0.05
Contig22.1_10_11189_10806,cce_5008,0.08,0.08,0.07,0.04,0.02,0.05,0.1,0.05,0.01,-0.01,0.02,0.02
Contig22.1_11_12326_11196,cce_5009,-0.04,0.07,0.03,-0.08,0.05,0.03,0.06,0.02,0.04,-0.08,,0.05
Contig22.1_12_12708_15869,cce_5010,0.12,0.07,0.06,-0.05,0.09,0.09,0.15,0.07,0.06,-0.07,0.02,0.01
Contig22.1_13_16619_15903,cce_5011,-0.07,-0.14,,-0.12,0.01,0.18,-0.02,-0.12,0.07,-0.02,0.1,0.21
Contig22.1_14_19949_16635,cce_5012,0.1,0.1,0.19,-0.04,0.05,0.04,0.19,0.07,0.17,-0.07,0.04,0.01
Contig22.1_15_21864_20311,cce_5013,0.02,0.13,0.1,-0.16,-0.12,-0.12,-0.05,0.05,0.04,-0.14,-0.09,-0.11
Contig22.1_16_22708_21872,cce_5014,0.01,,-0.02,-0.06,0.18,0.03,0.06,0.03,,-0.09,0.03,0.01
Contig22.1_17_23944_22802,Contig22.1_17_23944_22802,0.17,0.08,0.11,0.05,0.31,0.2,0.21,0.15,0.11,0.05,0.19,0.16
Contig22.1_18_24350_23976,cce_5016,0.22,0.01,0.15,0.1,0.23,0.09,0.21,0.13,0.11,0.09,0.14,0.09
Contig22.1_1_169_2,Contig22.1_1_169_2,0.18,-0.05,0.15,0.1,0.21,0.12,0.19,0.14,0.18,0.07,0.14,0.13
Contig22.1_20_26472_24751,cce_5018,0.16,0.11,0.15,0.08,0.14,0.1,0.21,0.14,0.11,0.01,0.06,0.05
Contig22.1_21_27168_26521,cce_5019,0.04,0.09,0.03,,-0.01,0.05,0.06,0.01,0.03,,0.03,0.02
Contig22.1_22_27680_27216,cce_5020,0.1,0.04,0.03,-0.08,-0.01,-0.05,0.09,0.01,-0.03,-0.14,-0.09,-0.1
Contig22.1_4_1324_875,cce_5002,0.1,0.05,0.08,0.02,-0.01,0.01,0.09,0.06,0.05,-0.03,-0.03,
Contig22.1_5_5304_1492,cce_5003,0.05,0.09,0.04,-0.09,-0.09,-0.05,0.06,0.03,0.02,-0.08,-0.05,-0.05
Contig22.1_6_5697_5566,cce_5004,-0.04,,-0.13,-0.15,-0.26,-0.23,-0.16,-0.16,-0.14,-0.1,-0.14,-0.15
Contig22.1_7_8724_5839,cce_5005,0.16,-0.05,-0.05,0.24,-0.07,-0.19,0.01,-0.04,-0.08,0.14,-0.13,-0.19
Contig22.1_8_10039_8912,cce_5006,0.23,0.13,0.19,0.02,0.09,0.1,0.3,0.12,0.12,-0.01,0.06,0.04
Contig22.1_9_10739_10095,cce_5007,0.14,0.17,0.03,-0.02,0.04,0.01,0.22,0.16,0.21,-0.08,-0.07,0.02
Contig22.2_10_12138_12791,cce_5031,0.03,0.15,0.12,0.05,0.02,0.02,0.04,0.11,0.13,0.07,0.03,0.01
Contig22.2_11_13372_14577,cce_5033,0.19,0.13,0.15,0.12,0.06,-0.05,0.19,0.11,0.02,-0.05,0.01,-0.12
Contig22.2_12_14885_14658,cce_5034,0.13,0.18,0.22,0.09,0.1,0.13,0.21,0.19,0.21,0.05,0.09,0.07
Contig22.2_13_16039_14888,cce_5035,0.23,0.17,0.2,0.04,0.02,0.02,0.21,0.19,0.17,,0.01,0.01
Contig22.2_14_16482_16036,cce_5036,0.2,0.16,0.05,0.05,-0.2,-0.08,0.12,0.08,0.03,0.03,-0.07,-0.05
Contig22.2_15_16807_16490,cce_5037,0.21,0.13,0.11,0.07,-0.05,0.03,0.2,0.18,0.1,0.05,0.01,-0.01
Contig22.2_16_17075_16797,cce_5038,0.43,0.43,0.23,0.03,-0.11,-0.1,0.42,0.3,0.24,0.03,-0.03,0.02
Contig22.2_17_18339_17119,cce_5039,1.19,0.36,-0.14,-0.31,-0.62,0.03,1.15,0.23,-0.04,-0.15,-0.38,-0.01
Contig22.2_18_19334_18495,cce_5040,0.14,-0.07,-0.26,-0.02,-0.12,0.07,0.11,-0.07,-0.18,0.07,,0.06
Contig22.2_1_2309_3,cce_5021,0.12,0.14,0.17,0.03,-0.12,-0.13,0.11,0.08,0.16,0.07,-0.01,-0.07
Contig22.2_20_21852_19867,cce_5042,0.14,0.11,0.09,-0.06,0.02,0.01,0.14,0.05,0.02,-0.11,-0.03,-0.02
Contig22.2_21_22339_21776,cce_5043,-0.04,0.12,0.08,0.06,-0.06,-0.03,,0.05,0.06,0.06,0.02,-0.06
Contig22.2_22_22338_24392,cce_5044,-0.05,0.08,-0.04,-0.13,-0.19,-0.14,0.03,-0.07,-0.05,-0.11,-0.09,-0.09
Contig22.2_23_24395_25129,cce_5045,-0.14,0.05,-0.12,-0.19,-0.15,-0.09,-0.15,-0.08,-0.06,-0.13,-0.05,-0.06
Contig22.2_24_25133_27841,cce_5046,,0.05,-0.04,-0.12,,0.09,-0.02,0.01,0.07,-0.06,0.12,0.16
Contig22.2_25_29209_27899,cce_5047,0.17,0.09,0.07,-0.06,-0.02,0.06,0.18,0.05,0.07,-0.03,0.01,0.03
Contig22.2_26_29449_30633,cce_5048,0.02,0.04,-0.04,-0.04,-0.02,0.02,0.01,0.04,-0.01,-0.05,-0.01,0.02
Contig22.2_27_30654_30938,cce_5049,0.19,0.1,0.11,-0.01,0.05,0.07,0.25,0.17,0.2,-0.04,,0.04
Contig22.2_28_31536_31856,cce_5051,0.13,0.2,0.13,0.03,0.09,0.11,0.21,0.16,0.11,-0.04,,0.02
Contig22.2_2_2828_2337,cce_5022,0.16,0.16,0.15,0.06,0.12,0.11,0.25,0.15,0.19,0.05,0.11,0.12
Contig22.2_30_32813_33370,cce_5052,-0.01,0.07,-0.03,-0.03,-0.05,-0.04,0.01,-0.01,-0.02,0.03,0.02,0.02
Contig22.2_32_34574_35014,cce_5054,-0.03,,-0.03,-0.08,-0.14,-0.09,-0.07,-0.05,-0.06,-0.04,-0.04,-0.06
Contig22.2_33_35356_35048,cce_5055,0.15,0.05,0.12,0.06,0.06,0.07,0.19,0.1,0.09,0.06,0.06,0.07
Contig22.2_34_35537_36391,cce_5056,0.2,0.19,0.07,-0.05,-0.01,-0.03,0.2,0.18,0.18,-0.09,-0.02,0.02
Contig22.2_35_36823_36695,cce_5057,0.34,0.13,0.2,-0.02,0.07,0.05,0.29,0.16,0.11,-0.12,,-0.03
Contig22.2_36_37362_40463,cce_5058,0.18,0.21,0.09,-0.01,-0.04,0.01,0.18,0.12,0.1,-0.06,-0.02,-0.01
Contig22.2_38_42794_41532,cce_5061,0.25,0.17,0.21,0.09,0.15,0.13,0.29,0.21,0.17,0.05,0.08,0.07
Contig22.2_39_43062_44339,cce_5062,0.02,0.1,0.06,-0.03,-0.01,,0.06,0.04,0.12,0.01,0.02,0.03
Contig22.2_3_4209_2809,cce_5023,0.18,0.1,0.15,0.1,0.15,0.14,0.22,0.15,0.11,-0.01,0.04,0.06
Contig22.2_40_45023_44340,cce_5063,0.01,-0.03,-0.01,-0.06,0.09,0.06,-0.04,0.02,-0.03,-0.06,0.05,0.06
Contig22.2_41_45164_45424,cce_5064,0.06,0.11,0.04,-0.05,-0.03,-0.01,0.11,0.03,0.02,-0.05,-0.03,-0.03
Contig22.2_42_46022_45591,cce_5065,0.15,0.05,-0.04,0.21,0.28,0.21,0.15,0.09,0.09,0.27,0.21,0.23
Contig22.2_43_46240_46019,cce_5066,0.17,0.01,-0.06,0.19,0.25,0.17,0.19,0.11,0.06,0.23,0.22,0.22
